Player,Pos,Age,Tm,Team Wins,Overall Seed,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TMP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Evan Fournier,SG,31,DET,8,30,2,0,25,4,10.5,0.381,2,6,0.333,2,4.5,0.444,0.476,1.5,2,0.75,1,3,4,1,1.5,0.5,2.5,2.5,11.5,50,8.4,0.505,0.571,0.19,4.4,13.8,9,5.6,2.9,1.7,18,23.4,-0.1,0,-0.1,-0.062,-4.3,0.5,-3.8,0
Danilo Gallinari,SF,35,DET,8,30,6,0,15,2,3.7,0.545,1.2,2,0.583,0.8,1.7,0.5,0.705,3.5,4,0.875,0.3,2,2.3,2,0.3,0.3,0.2,1.5,8.7,90,23,0.799,0.545,1.091,2.4,15.3,8.7,18,1.1,1.9,3,15.7,0.5,0,0.5,0.293,5.9,1,7,0.2
Joe Harris,SG,32,DET,8,30,16,0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,170,4.6,0.489,0.769,0.051,1.9,6.8,4.3,7.4,0.8,1,9.1,10.9,0,0,0,-0.003,-4.8,-1.1,-5.9,-0.2
Killian Hayes,PG,22,DET,8,30,42,31,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,1008,10.4,0.474,0.261,0.177,1.2,12.3,6.6,26.8,1.7,1.7,14.3,14.9,0,0.5,0.6,0.027,-2.9,0.2,-2.7,-0.2
Jaden Ivey,SG,21,DET,8,30,50,34,27.7,5.4,11.9,0.454,1.6,4.3,0.361,3.8,7.6,0.507,0.519,2.9,4,0.729,1.3,2.4,3.7,3.6,0.7,0.6,2.5,2.9,15.3,1383,13.5,0.559,0.363,0.334,5.1,10.1,7.6,19.4,1.2,1.7,15.3,24.5,0.2,0.5,0.7,0.025,-0.9,-1.6,-2.5,-0.2
Kevin Knox,SF,24,DET,8,30,31,11,18.1,2.8,6,0.462,1,3,0.33,1.8,3,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,560,9.8,0.57,0.505,0.118,3.5,11.7,7.5,5.7,1.1,1,10.1,16.4,0.2,0.2,0.3,0.029,-2.8,-1.9,-4.7,-0.4
Isaiah Livers,PF,25,DET,8,30,23,6,20.4,1.7,5,0.345,1,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5,469,5.1,0.46,0.664,0.155,3.5,8.1,5.7,6.8,1.3,0.9,11.4,12.6,-0.3,0.1,-0.2,-0.019,-5.1,-1.5,-6.6,-0.5
Shake Milton,SG,27,DET,8,30,3,0,17.7,3.3,8,0.417,1,2.7,0.375,2.3,5.3,0.438,0.479,0.7,1,0.667,2.3,3.7,6,2,0.7,0.3,1,0.7,8.3,53,16.8,0.494,0.333,0.125,14.4,23.9,19,16.5,1.8,1.6,10.6,22.5,0,0,0.1,0.055,1.6,0.7,2.3,0.1
Mike Muscala,C,32,DET,8,30,13,4,13.2,1.2,3.4,0.341,1,2.6,0.382,0.2,0.8,0.2,0.489,0.2,0.3,0.5,0.8,1.5,2.2,0.8,0.2,0.4,0.2,1,3.5,171,8.8,0.492,0.773,0.091,6.4,12.8,9.5,7.4,0.8,2.4,4.2,11.7,0.1,0.1,0.2,0.045,-1.6,-0.5,-2.2,0
Jared Rhoden,SG,24,DET,8,30,6,0,7,1,1.8,0.545,0.2,0.7,0.25,0.8,1.2,0.714,0.591,0.3,0.3,1,0.2,0.7,0.8,0.7,0,0.3,0.5,0.7,2.5,42,10.1,0.631,0.364,0.182,2.6,11,6.7,13,0,4,20.2,14.9,0,0,0,0.03,-2.3,0.1,-2.2,0
Marcus Sasser,PG,23,DET,8,30,49,0,16.4,2.9,6.2,0.467,1.2,2.8,0.416,1.7,3.4,0.509,0.561,0.7,0.8,0.868,0.1,1.4,1.6,3,0.5,0.2,1,1.4,7.6,803,13.8,0.583,0.451,0.125,1,9.9,5.3,26.6,1.5,0.8,13.3,19.4,0.9,0.3,1.2,0.07,-0.1,-0.8,-0.9,0.2
Isaiah Stewart,PF,22,DET,8,30,35,34,30.6,4.1,8.6,0.47,1.4,3.7,0.374,2.7,4.9,0.544,0.551,1.5,2,0.746,1.8,5,6.8,1.7,0.4,0.8,1.5,2.5,11,1070,11,0.579,0.434,0.235,6.4,18.8,12.5,7.7,0.6,2.1,13.9,15.2,0.5,0.5,0.9,0.043,-1.9,-0.9,-2.9,-0.2
Ausar Thompson,SF,21,DET,8,30,54,29,24,3.6,7.5,0.485,0.2,1.6,0.155,3.4,6,0.571,0.501,1.1,1.8,0.619,2.2,4.3,6.5,1.9,1,0.9,1.3,2.8,8.6,1298,13.1,0.52,0.207,0.239,9.9,20.6,15.1,10.7,2,3.1,13.5,16.8,0.2,1.2,1.4,0.05,-2.8,0.5,-2.4,-0.1
Stanley Umude,SG,24,DET,8,30,17,0,11.2,1.5,3.1,0.481,1,1.8,0.548,0.5,1.2,0.381,0.644,1.3,1.4,0.917,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,5.2,190,12.9,0.711,0.596,0.462,2.3,16.3,9.1,6.4,1,2.2,15,16.3,0.3,0.1,0.4,0.103,-0.3,0,-0.3,0.1
James Wiseman,C,22,DET,8,30,35,0,14.1,2.6,3.9,0.667,0,0.1,0,2.6,3.9,0.676,0.667,0.7,1.2,0.634,1.5,2.5,4,0.6,0.1,0.6,0.9,2.1,6,495,15.4,0.673,0.014,0.297,11.7,20.2,15.8,6.4,0.5,3.7,16.1,15.8,0.7,0.3,1,0.097,-2.3,-1.1,-3.4,-0.2
Stephen Curry,PG,35,GSW,27,18,50,50,33.5,9.1,19.8,0.462,5,12,0.421,4.1,7.8,0.526,0.589,4.7,5.1,0.922,0.5,3.9,4.4,5,0.8,0.4,3,1.8,28,1673,21.5,0.636,0.606,0.258,1.6,12.5,7.1,24.1,1.2,1.1,12.1,31.4,4,1.2,5.2,0.151,6.8,-1.1,5.7,3.2
Usman Garuba,PF,21,GSW,27,18,2,0,3,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0.5,0.5,0,0,0.5,0,6,4.4,0,0,0,0,0,0,18.6,8,0,0,7,0,0,0,0.008,-7.2,5.8,-1.4,0
Draymond Green,PF,33,GSW,27,18,29,26,26.9,3.7,7.2,0.51,1.1,2.6,0.421,2.6,4.6,0.56,0.586,1.2,1.6,0.761,1.3,5.4,6.7,6.1,0.8,0.9,2.4,3.2,9.7,781,15.1,0.61,0.362,0.219,5.2,21.5,13.4,29.8,1.5,3,23.3,16.1,1,1,2,0.121,0.2,2.7,3,1
Trayce Jackson-Davis,PF,23,GSW,27,18,40,3,12.9,2.7,3.9,0.686,0,0,,2.7,3.9,0.686,0.686,1.1,1.8,0.597,1.6,2.4,4,0.9,0.3,0.8,0.7,1.6,6.4,514,21,0.685,0,0.462,13.2,20.3,16.8,10.4,1.1,5.6,12.2,17.4,1.4,0.7,2,0.19,0.9,0.8,1.7,0.5
Cory Joseph,PG,32,GSW,27,18,26,0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1,2.4,296,6.1,0.47,0.656,0.109,2.2,8.7,5.5,17.3,0.7,0.9,15.2,11.2,0,0.1,0.2,0.028,-4,-0.7,-4.7,-0.2
Jonathan Kuminga,PF,21,GSW,27,18,52,26,25.6,5.9,11,0.534,0.8,2.4,0.317,5.1,8.7,0.593,0.568,3,4.1,0.726,1.3,3.4,4.7,1.9,0.7,0.4,1.6,2.2,15.5,1331,16.5,0.604,0.215,0.37,5.5,14.2,9.9,11.1,1.2,1.5,11.3,23.6,1.7,1.1,2.8,0.102,-0.1,-0.7,-0.8,0.4
Kevon Looney,C,27,GSW,27,18,53,36,18.1,2.1,3.4,0.609,0,0,0,2.1,3.4,0.612,0.609,0.8,1.2,0.694,2.3,4.1,6.3,2.2,0.4,0.4,0.7,2.3,4.9,958,15.3,0.633,0.006,0.346,13.7,24.3,19,15.2,1.2,1.8,15.9,10.7,2.2,1.1,3.3,0.163,-0.3,1.3,1,0.7
Moses Moody,SG,21,GSW,27,18,39,4,17.3,3,6.4,0.466,1.1,3.1,0.345,1.9,3.3,0.577,0.548,1.2,1.5,0.797,1.1,1.9,3,0.8,0.7,0.4,0.7,1.3,8.2,676,14.3,0.582,0.478,0.237,7.1,11.6,9.4,6.5,1.9,1.9,8.9,18.7,0.8,0.6,1.4,0.1,0.3,0.1,0.4,0.4
Chris Paul,PG,38,GSW,27,18,32,11,27.6,3.3,7.7,0.424,1.3,3.7,0.361,1.9,3.9,0.484,0.512,1.1,1.3,0.833,0.3,3.5,3.8,7.2,1.1,0.1,1.2,1.8,8.9,882,14.2,0.543,0.486,0.171,1.2,13.5,7.4,33.4,2,0.3,12.6,14.3,1.7,0.8,2.5,0.135,0.1,1,1.2,0.7
Gary Payton II,SG,31,GSW,27,18,20,0,16,2.4,4.7,0.516,0.6,1.8,0.314,1.9,2.9,0.638,0.575,0.4,0.6,0.727,1.1,1.9,3,1,1,0.4,0.6,1.8,5.8,320,13.5,0.588,0.376,0.118,7.2,12.8,10,8.4,3,2,10.9,14.4,0.3,0.4,0.7,0.11,-1.6,2.3,0.7,0.2
Brandin Podziemski,SG,20,GSW,27,18,47,14,26.4,3.9,8.5,0.464,1.3,3.3,0.385,2.7,5.2,0.514,0.539,0.8,1.3,0.61,1.5,4.3,5.8,3.9,0.9,0.2,1.3,1.9,9.9,1243,13.5,0.548,0.391,0.148,6.2,17.4,11.9,19.7,1.5,0.6,12.4,16.3,1.4,1.2,2.6,0.099,-0.3,0.4,0.1,0.6
Lester Quinones,SG,23,GSW,27,18,19,0,12.9,1.6,4.1,0.39,1,2.5,0.396,0.6,1.5,0.379,0.513,0.6,0.9,0.667,0.7,1.7,2.4,1.3,0.3,0.1,0.6,1.5,4.8,245,9.8,0.536,0.623,0.234,5.8,14.1,10,13.2,1,0.7,12.4,16.6,0.1,0.2,0.3,0.063,-2.5,-0.7,-3.1,-0.1
Jerome Robinson,SG,26,GSW,27,18,9,0,3.3,0,1,0,0,0.6,0,0,0.4,0,0,0.4,0.7,0.667,0.1,0.2,0.3,0.2,0,0.1,0,0.1,0.4,30,-2.5,0.172,0.556,0.667,3.6,7.2,5.4,7.4,0,3,0,16.2,-0.1,0,-0.1,-0.169,-11.2,-5,-16.2,-0.1
Gui Santos,PF,21,GSW,27,18,12,0,9.1,1.3,2.7,0.469,0.3,1.1,0.308,0.9,1.6,0.579,0.531,1.2,1.3,0.933,1,1.7,2.7,0.6,0.3,0.2,0.3,1.2,4,109,17,0.622,0.406,0.469,12,19.8,15.9,8.4,1.3,1.6,7.2,16,0.3,0.1,0.4,0.187,0.3,0,0.3,0.1
Dario Šarić,C,29,GSW,27,18,51,9,19.1,3.3,6.9,0.474,1.4,3.5,0.402,1.8,3.4,0.55,0.577,1.5,1.7,0.864,1.3,3.8,5.1,2.4,0.6,0.2,1.2,2.1,9.4,976,16.5,0.617,0.511,0.251,7.4,21.2,14.3,17.5,1.5,0.8,13.6,19.3,1.8,1,2.9,0.141,1.5,0.6,2.1,1
Klay Thompson,SF,33,GSW,27,18,50,49,30.6,6.1,14.6,0.421,3.3,8.7,0.373,2.9,5.9,0.491,0.532,1.8,1.9,0.918,0.5,3,3.5,2.2,0.6,0.5,1.5,1.8,17.3,1528,12.6,0.56,0.599,0.133,1.8,10.6,6.2,10.5,0.9,1.6,8.8,23.2,0.8,1,1.8,0.056,0.2,-1.7,-1.5,0.2
Andrew Wiggins,SF,28,GSW,27,18,48,37,27.1,4.8,10.7,0.449,1.1,3.2,0.342,3.7,7.5,0.494,0.5,1.8,2.5,0.713,1.6,2.8,4.4,1.6,0.6,0.5,1.3,2.3,12.5,1301,11.4,0.529,0.301,0.237,6.5,10.9,8.7,8.4,1,1.7,9.5,20.2,0.4,0.9,1.3,0.047,-2.2,-1.5,-3.7,-0.6
Dillon Brooks,SF,28,HOU,24,22,45,45,31.4,5.1,11.3,0.448,2,5.1,0.399,3,6.2,0.488,0.537,2.1,2.4,0.853,0.8,2.7,3.5,1.6,0.9,0.1,1.4,3.6,14.2,1414,10.5,0.575,0.448,0.214,2.7,9.4,6.1,7.4,1.4,0.4,10.3,18.8,0.6,1.5,2.1,0.072,-2.7,0,-2.7,-0.2
Reggie Bullock,SF,32,HOU,24,22,22,0,9.4,0.9,2.1,0.426,0.7,1.6,0.417,0.2,0.5,0.455,0.585,0,0,1,0.1,1.4,1.5,0.5,0.2,0.1,0.2,0.5,2.5,206,8.5,0.59,0.766,0.021,1.6,15.7,8.6,6.4,0.9,0.9,9.5,10.9,0.1,0.2,0.3,0.079,-2,0.1,-1.9,0
Tari Eason,PF,22,HOU,24,22,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3,9.8,480,17.1,0.528,0.265,0.175,10.3,24,17.2,8.3,3.1,3.7,8.9,19.9,0.2,1,1.3,0.126,-0.7,2.1,1.4,0.4
Jalen Green,SG,21,HOU,24,22,54,54,30.6,6.2,15.1,0.411,2,6.5,0.307,4.2,8.6,0.49,0.477,3.6,4.5,0.802,0.4,4.4,4.8,3.4,0.7,0.3,2.2,1.3,18,1653,13.4,0.527,0.432,0.297,1.4,15.6,8.5,16.8,1.1,1,11.4,26.9,-0.5,2,1.4,0.042,-0.8,-0.8,-1.5,0.2
Jeff Green,PF,37,HOU,24,22,52,5,16.9,2,4.2,0.482,0.4,1.5,0.289,1.6,2.8,0.583,0.532,1.8,2.2,0.826,0.6,1.6,2.2,0.8,0.2,0.4,0.7,1.5,6.3,881,10.6,0.608,0.345,0.523,3.8,10.4,7.1,6.5,0.5,2.4,12.3,15,0.8,0.9,1.7,0.093,-2.5,-0.1,-2.7,-0.2
Nate Hinton,SG,24,HOU,24,22,11,0,5.3,0.9,1.8,0.5,0.6,1,0.636,0.3,0.8,0.333,0.675,0.4,0.5,0.8,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8,58,19.1,0.698,0.55,0.25,5.6,16.7,11.1,15.1,1.7,3.2,8.3,17.8,0.2,0.1,0.3,0.228,3.3,2.1,5.4,0.1
Aaron Holiday,PG,27,HOU,24,22,51,1,17.9,2.6,5.7,0.462,1.3,3.1,0.409,1.4,2.6,0.527,0.574,0.7,0.8,0.881,0.3,1.6,1.9,1.9,0.5,0.1,0.8,1.6,7.3,913,11.6,0.6,0.548,0.145,1.8,9.4,5.6,14.8,1.5,0.4,11.5,16.3,0.9,1,1.9,0.099,-1.5,0.5,-1,0.2
Jock Landale,C,28,HOU,24,22,29,0,9.3,0.9,2.4,0.377,0.1,0.6,0.111,0.8,1.8,0.471,0.391,0.4,0.6,0.765,1.3,1,2.2,0.6,0.2,0.4,0.4,0.9,2.3,269,10.4,0.438,0.261,0.246,14.8,11.2,13,8.8,1.3,3.8,13.6,14.1,0,0.4,0.4,0.063,-3.7,-0.2,-4,-0.1
Boban Marjanović,C,35,HOU,24,22,9,0,5.3,1.1,2.3,0.476,0,0.2,0,1.1,2.1,0.526,0.476,0.3,0.7,0.5,0.7,1.8,2.4,0.4,0,0.1,0.2,0.4,2.6,48,16.3,0.486,0.095,0.286,13.5,35.9,24.7,12.8,0,1.9,7.8,22.8,0,0.1,0.1,0.087,-1.8,-1.7,-3.5,0
Jermaine Samuels,SF,25,HOU,24,22,11,0,4.8,0.7,1,0.727,0,0.2,0,0.7,0.8,0.889,0.727,0.2,0.2,1,0.2,0.8,1,0.2,0.1,0.1,0,0.4,1.6,53,15.3,0.758,0.182,0.182,4.1,18.3,11.2,5.3,0.9,1.8,0,9.6,0.1,0.1,0.2,0.193,-0.3,1.2,0.9,0
Alperen Şengün,C,21,HOU,24,22,53,53,32.5,8.4,15.6,0.541,0.5,1.9,0.293,7.9,13.7,0.574,0.558,3.8,5.4,0.708,2.7,6.4,9.1,5,1.1,0.7,2.6,3.3,21.2,1723,21.9,0.591,0.12,0.344,9,21.1,15.1,25.9,1.7,2.1,12.5,27,3.2,2.8,5.9,0.165,3,1.7,4.7,2.9
Jabari Smith Jr.,PF,20,HOU,24,22,49,49,31.6,4.9,10.7,0.459,1.6,4.6,0.359,3.3,6.1,0.533,0.535,1.7,2.1,0.81,2,6.4,8.4,1.4,0.7,0.7,1.3,2.7,13.2,1549,13.2,0.567,0.426,0.201,6.7,21.8,14.3,6.4,1,2.2,9.8,17.4,1.1,2.3,3.3,0.103,-1.2,0.2,-1,0.4
Jae'Sean Tate,SF,28,HOU,24,22,51,9,17.5,1.8,3.8,0.467,0.4,1.3,0.309,1.4,2.5,0.551,0.521,0.4,0.6,0.688,1,2.3,3.3,1.1,0.7,0.2,0.4,2.4,4.4,890,9.5,0.538,0.349,0.164,6.4,14,10.2,8,2,0.9,9.5,11.1,0.6,1.3,1.8,0.099,-3.6,1.7,-1.9,0
Amen Thompson,SF,21,HOU,24,22,35,6,19.2,3.1,6,0.512,0.2,1.1,0.158,2.9,4.9,0.591,0.526,1.3,2,0.634,1.7,3.8,5.5,2.5,1.2,0.4,1.5,2.3,7.6,672,15.6,0.552,0.182,0.34,9.5,21.4,15.5,18.3,3,2.1,18.1,18.7,0.2,1.3,1.5,0.11,-1.8,2.6,0.8,0.5
Fred VanVleet,PG,29,HOU,24,22,47,47,36.7,5.5,13.5,0.409,2.9,7.7,0.374,2.6,5.8,0.456,0.516,2.6,3,0.859,0.4,3.4,3.7,8.2,1.1,1,1.6,2.2,16.5,1727,16,0.557,0.57,0.224,1.1,9.9,5.5,31.5,1.5,2.5,9.7,19.1,3,2.1,5.2,0.143,2.4,0.9,3.3,2.3
Cam Whitmore,SF,19,HOU,24,22,28,1,17,4.4,9.1,0.478,1.7,4.3,0.403,2.6,4.9,0.544,0.573,1.5,2.2,0.677,0.7,3,3.6,0.5,0.6,0.2,0.8,1.4,11.9,476,18.4,0.592,0.467,0.243,4.3,18.8,11.5,4.5,1.8,1.2,6.9,27.2,0.4,0.7,1.1,0.113,1.9,-0.4,1.4,0.4
Jeenathan Williams,SG,24,HOU,24,22,10,0,7.4,1.4,3,0.467,0.1,0.3,0.333,1.3,2.7,0.481,0.483,0.4,0.7,0.571,0.7,0.2,0.9,0.5,0.2,0,0.1,0.9,3.3,74,12.1,0.499,0.1,0.233,10.2,2.9,6.6,10.1,1.3,0,2.9,19.7,0.1,0.1,0.1,0.082,-2.8,-1,-3.7,0
Kendall Brown,SG,20,IND,31,13,5,0,4,0.6,1.2,0.5,0,0.2,0,0.6,1,0.6,0.5,0.8,1.2,0.667,0.4,0,0.4,0.4,0,0,0,0.8,2,20,14,0.579,0.167,1,11.4,0,5.7,12.1,0,0,0,18,0.1,0,0.1,0.153,-0.1,-2.3,-2.5,0
Tyrese Haliburton,PG,23,IND,31,13,43,42,32,7.8,15.8,0.492,3.2,7.9,0.4,4.6,7.9,0.584,0.592,3.1,3.6,0.853,0.6,3.3,3.9,11.7,1,0.7,2.4,1,21.8,1376,25.3,0.626,0.499,0.229,2.2,11.9,7,49.8,1.5,1.7,12,25.8,5.7,0.7,6.3,0.221,8.9,-0.6,8.3,3.6
Isaiah Jackson,C,22,IND,31,13,43,3,13.7,2.8,4.3,0.652,0,0.1,0,2.8,4.2,0.667,0.652,1.3,1.8,0.705,1.5,2.7,4.2,0.9,0.6,1.2,0.7,2.7,6.9,590,20.8,0.676,0.022,0.424,12.6,22.7,17.6,8.6,2.1,6.7,12.4,17.6,1.5,0.8,2.3,0.186,-0.5,1.7,1.2,0.5
James Johnson,PF,36,IND,31,13,5,0,4.8,0.4,1,0.4,0,0.2,0,0.4,0.8,0.5,0.4,0,0,,0.2,0.6,0.8,1,0.8,0,0.4,0.8,0.8,24,11.6,0.4,0.2,0,4.8,14.4,9.6,23.4,7.8,0,28.6,12.2,0,0,0,0.052,-5.2,4.6,-0.6,0
Bennedict Mathurin,SF,21,IND,31,13,52,15,25.5,4.9,10.9,0.45,1.2,3.4,0.366,3.7,7.6,0.487,0.506,3,3.6,0.825,1,2.8,3.8,1.9,0.5,0.2,1.7,1.8,14.1,1325,12.5,0.561,0.308,0.332,4.4,12.9,8.6,9.5,1,0.7,11.7,23.3,0.4,0.4,0.9,0.031,-1.5,-2.5,-4,-0.7
T.J. McConnell,PG,31,IND,31,13,45,4,17.3,3.7,6.8,0.536,0.1,0.4,0.158,3.6,6.4,0.561,0.541,0.8,1,0.766,0.5,2.1,2.6,5.5,1,0.1,1.6,1.1,8.2,780,18.5,0.561,0.062,0.153,3.2,14.1,8.6,41.6,2.8,0.4,17.6,21.3,1.2,0.6,1.8,0.113,1.1,-0.2,0.9,0.6
Doug McDermott,SF,32,IND,31,13,3,0,12.7,1.7,5.7,0.294,1,4.7,0.214,0.7,1,0.667,0.382,0,0,,0.3,0,0.3,0.3,0,0,0.3,0.7,4.3,38,0.5,0.382,0.824,0,3,0,1.5,3.1,0,0,5.6,19.8,-0.1,0,-0.1,-0.137,-6.8,-5.8,-12.6,-0.1
Andrew Nembhard,PG,24,IND,31,13,42,21,22.9,3.8,7.7,0.492,0.8,2.2,0.344,3,5.5,0.552,0.542,0.7,0.9,0.789,0.6,1.2,1.8,4.6,0.9,0.1,1.7,2,9,960,11.8,0.559,0.288,0.118,2.9,6.1,4.5,24.7,1.8,0.2,17.3,17.9,0.6,0.3,0.9,0.046,-1.5,-1.2,-2.6,-0.2
Aaron Nesmith,SF,24,IND,31,13,51,26,27.1,4.6,8.9,0.519,2.1,4.7,0.452,2.5,4.2,0.593,0.638,1.3,1.8,0.702,0.9,2.9,3.9,1.4,1.1,0.7,1,3.3,12.6,1381,13.8,0.651,0.528,0.208,4,12.5,8.2,6.5,1.8,1.9,9.2,16.5,2,0.9,2.9,0.1,0.2,-0.2,0.1,0.7
Ben Sheppard,SG,22,IND,31,13,33,0,10.8,1.1,3,0.374,0.6,2,0.288,0.5,1,0.545,0.47,0.4,0.5,0.824,0.2,1.1,1.3,0.7,0.5,0,0.2,1.3,3.2,357,7.8,0.502,0.667,0.172,2.2,12,7.1,7.7,2.1,0.2,6.2,13.3,0.1,0.2,0.3,0.036,-4.2,-0.2,-4.4,-0.2
Pascal Siakam,PF,29,IND,31,13,15,15,33.3,8.8,15.4,0.571,1.3,3.1,0.413,7.5,12.3,0.611,0.613,2.5,4.1,0.623,2,4.7,6.7,4.8,0.9,0.3,1.7,2.9,21.4,499,20.3,0.622,0.199,0.264,6.9,16.4,11.6,20.3,1.3,0.6,8.8,23.7,1.2,0.3,1.5,0.142,3.5,-0.3,3.3,0.7
Jalen Smith,C,23,IND,31,13,38,13,18.1,4.2,6.7,0.632,1.2,2.4,0.484,3.1,4.3,0.716,0.719,1.2,1.7,0.703,1.6,4,5.6,1,0.3,0.7,0.8,2.3,10.8,689,21,0.727,0.36,0.253,10.1,25.3,17.7,7.6,0.7,2.9,9.9,18.9,2.1,0.5,2.6,0.181,3.4,-0.6,2.7,0.8
Obi Toppin,PF,25,IND,31,13,56,28,22.5,4.2,7.4,0.568,1.3,3.1,0.403,2.9,4.3,0.689,0.653,1,1.3,0.747,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.8,10.7,1259,15.3,0.668,0.425,0.181,5.4,14.5,9.9,8.8,1.1,1.8,9.7,16.4,2.4,0.6,3,0.113,1.2,-0.9,0.3,0.7
Oscar Tshiebwe,PF,24,IND,31,13,7,0,5.3,1.3,2.4,0.529,0,0,,1.3,2.4,0.529,0.529,0.7,0.9,0.833,0.9,1.1,2,0.3,0.3,0,0,0.3,3.3,37,24.9,0.586,0,0.353,18.5,25,21.7,7.4,2.5,0,0,22.2,0.1,0,0.2,0.227,4.7,-2,2.8,0
Myles Turner,C,27,IND,31,13,52,52,27.4,6.3,11.9,0.524,1.4,4.1,0.336,4.9,7.9,0.621,0.581,3.3,4.3,0.783,1.6,5.3,6.9,1.3,0.6,1.8,1.4,3.2,17.2,1425,18.8,0.623,0.34,0.356,6.5,22.5,14.5,6.6,1,5.1,9.5,23.2,2.3,1.3,3.7,0.124,0.6,-0.3,0.2,0.8
Jarace Walker,PF,20,IND,31,13,17,0,10.2,1.6,3.9,0.424,0.7,1.9,0.375,0.9,2,0.471,0.515,0.4,0.4,0.857,0.5,1.2,1.7,1.2,0.5,0.4,0.6,1,4.4,173,13.1,0.536,0.485,0.106,5.3,14,9.6,14.2,2.4,2.7,12.6,19.1,0,0.2,0.2,0.054,-0.6,0.1,-0.5,0.1
Brandon Boston Jr.,SF,22,LAC,36,6,16,0,7.4,1.4,3.6,0.379,0.4,1.3,0.3,1,2.4,0.421,0.431,0.7,0.8,0.917,0.4,0.5,0.9,0.3,0.1,0.1,0.3,1,3.8,119,9.3,0.482,0.345,0.207,6.9,7.4,7.1,5.9,0.8,1.5,7.3,25,-0.1,0.1,0,0.005,-4.9,-3.5,-8.4,-0.2
Kobe Brown,PF,24,LAC,36,6,32,0,8.7,0.7,1.9,0.371,0.4,1.2,0.308,0.3,0.7,0.478,0.468,0,0.1,0.5,0.3,1.1,1.4,0.5,0.2,0.1,0.2,1.3,1.8,279,5.4,0.469,0.629,0.032,4.2,13.3,8.9,7.5,1.1,1,10,10.9,0,0.2,0.2,0.036,-4.8,0.1,-4.6,-0.2
